"RSPDNUM","Sample","version_weather_v1","version_CDR","demog_age_year","AgeRecode","demog_state","Region","weather_pastsummer_v1","gw_belief","believer_confidence","believer_cause","believer_cause_followup","believer_problem","believer_immediacy","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_hurricane","believer_factor_mildwint","believer_factor_droughts","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","govt_fed","govt_state","govt_local","state_cleancoal","state_vehicles_v1","state_fftax","state_nuclear","state_captrade","state_rps_v2","natgas_mystate","govt_nofedaction","state_impactsfelt","state_rps_neighbr","cdr_knowledge_info","cdr_knowledge","cdr_support","gw_threat","coalfpp_support_phaseout_v2","subsidy_support","carbontax_support_v3","state_gastax_v2","state_ee_v2","gw_geoengr","gw_adapt","fed_moralobligation","intl_economicimpact","worldviews_freetrade","worldviews_immigration","willing2pay_list","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_polparty","demog_polviews","worldviews_trump","demog_income","demog_gender","Date","Weight"
606,"C","A","D",9999,3,"GA",2,1,1,1,1,,1,1,"SCIENTIFIC EVIDENCE",4,1,4,2,2,2,,,,2,2,1,,4,3,1,1,1,4,1,1,3,999,999,999,5,1,1,1,4,1,2,4,1,4,1,4,5,1,7,,2,4,4,4,2,2,"11/7/2017 7:32:49",1.445
607,"C","B","D",9999,3,"IL",3,5,2,,,,,,,,,,,,,2,"GOD IS IN CHARGE AND HE MAKES HAPPEN WHATS SUPPOSED TO HAPPEN",6,2,2,2,4,4,4,98,4,1,4,3,4,4,999,999,999,2,4,1,5,5,5,2,1,3,2,3,2,1,10,1,1,3,2,2,1,4,2,"11/7/2017 7:33:05",0.775
608,"C","A","D",9999,3,"AZ",4,1,1,1,1,,1,1,"THE LAST INFO I READ, THE AVERAGE TEMP OF OCEAN HAS INCREASED 3 DEGRESS, 75 % OF EARTH IS WATER",6,1,1,1,1,98,,,,1,1,1,1,1,2,1,2,1,2,1,1,2,999,999,999,5,1,1,2,1,1,2,4,1,4,2,4,6,2,1,2,5,1,3,4,4,2,"11/7/2017 7:35:52",0.845
609,"C","B","D",9999,4,"TN",2,5,1,2,2,,2,2,"NOT SURE",10,4,1,1,3,1,,,,2,98,3,1,1,4,1,1,1,1,1,1,1,999,999,999,3,5,1,5,5,1,2,4,2,1,4,4,2,1,1,2,3,4,3,2,,2,"11/7/2017 7:38:17",0.92
610,"C","A","D",9999,3,"KY",2,3,1,1,1,,1,1,"SCIENTIFICALLY PROVEN",4,1,1,1,1,1,,,,1,1,1,4,1,2,2,2,1,98,2,2,98,999,999,999,5,1,1,2,2,2,4,4,1,4,4,4,6,1,6,,3,1,3,4,4,1,"11/7/2017 7:43:27",0.515
611,"C","B","D",9999,2,"CA",4,2,1,1,1,,1,1,"SCIENCE AND PERSONAL OBSERVATIONS",4,1,1,1,1,1,,,,1,2,2,4,1,2,4,2,1,3,1,1,4,999,999,999,5,1,1,2,2,1,4,3,1,4,2,4,6,1,7,,5,1,5,4,5,1,"11/7/2017 7:50:16",0.87
612,"C","A","D",9999,2,"FL",2,2,1,1,1,,1,1,"FOSSIL FUELS TEMPS CHANGING",8,1,1,1,2,2,,,,1,1,1,1,2,1,1,1,1,1,1,1,2,999,999,999,5,1,1,1,2,2,2,4,1,2,2,2,6,1,,,4,1,5,4,,1,"11/7/2017 8:04:25",0.87
613,"C","B","D",9999,3,"IL",3,5,2,,,,,,,,,,,,,1,"NATURAL WARING AND COOLING PERIODS",2,3,3,3,4,4,4,4,4,4,1,4,4,4,999,999,999,1,5,2,5,5,4,4,4,4,1,4,98,2,1,1,1,3,2,1,2,,2,"11/7/2017 8:04:46",0.925
614,"C","A","D",9999,3,"FL",2,1,1,1,1,,1,1,"SCIENTIFIC EVIDENCE AND THE DISRUPTION IN WEATHER PATTERNS",4,1,1,1,4,1,,,,1,1,2,1,1,1,2,1,1,2,1,1,2,999,999,999,5,1,1,1,2,1,2,4,1,4,1,4,4,1,6,,5,4,4,4,6,1,"11/7/2017 8:19:40",0.185
615,"C","B","D",9999,2,"TX",2,2,1,1,1,,1,1,"DUE TO THE  RESEARCH DONE ON IT",4,1,3,3,2,2,,,,1,2,2,1,1,1,2,1,1,2,1,1,4,999,999,999,5,2,1,1,1,1,3,4,2,4,1,3,6,10,6,,4,1,3,3,6,1,"11/7/2017 8:20:03",0.62
616,"C","A","D",9999,3,"ID",4,5,2,,,,,,,,,,,,,1,"IT HAS ALWAYS BEEN LIKE THIS",1,1,1,1,98,98,3,4,98,1,98,98,3,3,999,999,999,3,4,1,2,5,2,3,4,2,2,2,98,2,10,1,98,3,4,2,1,98,2,"11/7/2017 8:21:11",0.845
617,"C","B","D",9999,3,"PA",1,2,1,2,1,,1,1,"TEMPS CHANGING GLACIERS MELTING",2,1,1,3,3,1,,,,1,2,1,2,2,98,98,2,1,2,2,2,2,999,999,999,2,2,1,2,2,4,2,4,2,1,1,2,2,1,,,,1,1,3,,1,"11/7/2017 8:24:57",0.515
618,"C","B","D",9999,3,"FL",2,1,1,2,1,,2,1,"POPULATION INCREASE",13,1,1,1,4,2,,,,1,1,1,1,1,1,1,4,1,1,1,1,1,999,999,999,5,4,1,2,2,1,98,4,1,4,1,4,2,1,2,,4,4,4,4,1,1,"11/7/2017 8:25:50",0.505
619,"C","A","D",9999,3,"IN",3,4,2,,,,,,,,,,,,,1,"THE PROCESS OF THE WAY WE MEASURE AND TRACK THINGS",3,3,3,3,2,2,3,98,98,2,2,3,3,3,999,999,999,1,4,1,4,4,4,4,3,2,2,2,2,1,1,1,1,3,4,2,2,5,1,"11/7/2017 8:42:59",0.585
620,"C","B","D",9999,,"NY",1,1,1,1,2,,1,1,"JUST BASIC OBSERVATION AND FACTS FROM SCIENCE",2,1,1,1,2,1,,,,1,1,1,1,1,1,1,1,1,1,1,2,3,999,999,999,5,1,1,1,1,1,98,4,1,4,1,4,4,1,6,,3,1,4,4,4,1,"11/7/2017 8:44:16",0.71
621,"C","A","D",9999,4,"CA",4,2,2,,,,,,,,,,,,,1,"FLUCUATIONS IN WEATHER ARE NATURAL",2,2,2,2,98,4,4,1,4,4,4,4,98,2,999,999,999,2,5,2,5,5,5,4,1,1,98,1,2,1,1,1,1,5,4,2,3,6,1,"11/7/2017 8:46:01",0.18
622,"C","B","D",9999,3,"FL",2,5,98,,,,,,,,,,,,,,,,2,2,2,1,2,2,98,98,1,98,1,2,4,999,999,999,2,1,1,2,2,2,4,4,2,1,98,98,4,9,1,1,5,98,3,2,,1,"11/7/2017 8:53:15",1.965
623,"C","A","D",9999,1,"OH",3,1,1,1,1,,3,1,"MORE SUN RAYS ARE COMING IN",10,2,2,1,2,2,,,,2,2,2,98,98,98,2,98,98,98,2,2,98,999,999,999,2,98,98,4,98,98,98,2,2,2,2,98,98,2,2,,1,1,3,3,1,1,"11/7/2017 9:01:42",1.39
624,"C","B","D",9999,4,"AL",2,5,98,,,,,,,,,,,,,,,,2,2,2,2,2,4,2,98,1,1,98,98,98,999,999,999,2,3,1,1,1,5,98,98,98,98,2,2,1,1,1,1,2,2,2,3,1,2,"11/8/2017 4:12:12",1.45
625,"C","A","D",9999,,"IN",3,5,1,1,1,,1,1,"SCIENTIFIC CONSENSUS",4,1,1,2,2,2,,,,1,2,2,98,1,1,98,2,1,2,1,2,3,999,999,999,4,3,2,2,2,2,2,4,1,3,1,4,3,1,7,,4,1,4,4,6,1,"11/8/2017 4:18:02",0.38
626,"C","B","D",9999,4,"VA",2,5,98,,,,,,,,,,,,,,,,98,98,98,4,4,4,2,4,4,98,4,98,4,999,999,999,2,5,98,5,5,5,4,4,4,98,2,4,1,1,,,5,3,,4,6,1,"11/8/2017 4:26:34",0.18
627,"C","A","D",9999,4,"NC",2,1,1,1,1,,1,1,"WARMER TEMPS",2,1,1,1,1,1,,,,1,1,1,1,1,1,2,1,1,1,1,1,2,999,999,999,5,1,1,1,5,1,1,4,1,4,4,1,5,2,1,1,3,4,2,4,4,1,"11/8/2017 4:33:06",0.73
628,"C","B","D",9999,1,"DE",2,3,1,1,1,,1,1,"UNMONITORED DESTRUCTION",8,1,1,1,1,1,,,,1,1,1,1,1,1,2,98,1,1,2,2,3,999,999,999,5,5,1,1,2,2,2,4,1,4,4,4,2,1,,,5,1,3,4,,2,"11/8/2017 4:41:52",1.2
629,"C","A","D",9999,1,"NY",1,2,1,2,1,,1,1,"IT STAYS WARMER LONGER",2,2,1,1,1,4,,,,1,1,1,2,2,1,3,3,2,98,1,2,2,999,999,999,4,2,1,2,2,2,2,3,2,3,2,98,98,9,2,,3,4,98,3,4,2,"11/8/2017 4:46:57",2.97
630,"C","B","D",9999,2,"NY",1,5,1,3,98,,4,2,"INTERNET",6,2,3,1,3,2,,,,2,1,1,2,98,3,98,98,2,2,2,98,98,999,999,999,1,3,3,4,4,2,98,2,98,98,98,98,1,1,3,,5,4,3,1,2,2,"11/8/2017 4:47:19",1.35
631,"C","A","D",9999,1,"TN",2,1,2,,,,,,,,,,,,,1,"TOO MANY TO SAY",9,3,3,3,1,4,1,4,1,4,1,4,4,4,999,999,999,3,1,4,5,4,1,4,4,4,1,1,4,1,5,6,,5,2,1,3,6,1,"11/8/2017 4:48:06",1.25
632,"C","B","D",9999,4,"SC",2,2,1,1,1,,1,1,"RISE IN CARBON DIOXIDE GAS",8,1,3,3,3,3,,,,1,2,2,3,1,2,3,1,1,2,1,2,4,999,999,999,4,1,2,2,2,1,2,2,1,1,2,3,6,1,1,2,4,4,3,4,6,1,"11/8/2017 4:48:09",0.18
633,"C","A","D",9999,4,"OH",3,2,1,1,1,,1,1,"CHANGES IN THE PAST",10,1,2,2,2,1,,,,1,1,3,1,1,1,4,1,1,1,1,1,4,999,999,999,4,1,1,5,5,1,98,4,1,98,1,98,3,1,2,,5,1,3,4,,1,"11/8/2017 4:52:14",0.35
634,"C","B","D",9999,3,"OH",3,5,1,2,3,3,2,1,"FLOODING, BECAUSE OF LESS TREES,",3,1,3,1,3,1,,,,1,2,2,1,1,1,4,1,1,1,1,3,3,999,999,999,4,1,1,4,4,98,98,4,1,98,4,4,2,1,2,,3,3,2,2,3,2,"11/8/2017 4:57:41",1.055
635,"C","A","D",9999,3,"NC",2,1,1,2,1,,2,1,"THE GLACIERS ARE MELTING",1,1,2,1,2,1,,,,1,3,3,2,2,2,98,98,1,2,4,1,98,999,999,999,5,1,1,1,1,1,2,4,1,4,1,4,6,1,1,1,,,,,,2,"11/8/2017 5:08:34",0.855
636,"C","B","D",9999,,"NY",1,5,1,1,1,,1,1,"SCIENTIFIC EVIDENCE",4,1,2,2,2,1,,,,1,1,1,98,1,1,2,2,1,1,1,1,3,999,999,999,5,1,1,98,2,1,4,4,1,4,3,1,5,1,2,,2,4,3,4,3,1,"11/8/2017 5:10:02",1.29
637,"C","A","D",9999,4,"GA",2,1,1,1,98,,1,1,"HOTTER",2,98,1,1,1,1,,,,2,3,3,2,1,2,4,98,2,98,1,4,98,999,999,999,4,5,98,98,5,1,98,4,1,98,1,98,98,1,1,2,2,1,2,4,2,2,"11/8/2017 5:17:59",1.44
638,"C","B","D",9999,1,"IN",3,5,1,2,1,,2,1,"HEARD A LOT ABOUT IT",6,2,3,2,4,98,,,,2,3,3,2,3,3,2,2,2,3,3,3,3,999,999,999,3,3,2,4,4,4,2,3,2,3,2,2,4,1,6,,2,2,3,2,4,1,"11/8/2017 5:23:59",1.4
639,"C","A","D",9999,2,"NJ",1,3,1,2,3,1,3,2,"POLAR CAPS MELTING WEATHER FLUCTUATIONS",1,1,3,1,1,1,,,,2,2,2,98,2,3,3,98,1,2,2,2,98,999,999,999,2,1,4,2,4,2,2,4,1,2,2,98,98,10,1,2,4,,2,3,,1,"11/8/2017 5:34:18",0.79
640,"C","B","D",9999,2,"AZ",4,1,1,2,2,,2,98,"ITS GETTING HOTTER",2,2,1,2,3,2,,,,2,2,3,4,2,2,3,1,3,2,2,2,3,999,999,999,4,3,2,2,3,2,1,2,3,2,3,2,2,9,2,,1,98,98,4,,2,"11/8/2017 5:35:03",2.97
641,"C","A","D",9999,4,"SC",2,1,2,,,,,,,,,,,,,2,"NATURAL LEVELS OF TEMP",2,3,3,3,4,4,4,2,4,1,1,1,1,4,999,999,999,2,1,1,5,5,1,1,4,1,4,1,4,2,2,1,1,5,4,2,4,4,2,"11/8/2017 5:38:15",0.84
642,"C","B","D",9999,3,"NC",2,2,1,1,1,,1,1,"ICE CAPS MELTING",1,1,2,1,1,1,,,,1,1,1,1,1,1,1,1,1,2,1,1,2,999,999,999,4,1,1,1,5,1,1,4,1,4,2,4,2,10,1,2,5,4,3,4,1,2,"11/8/2017 5:47:57",0.765
643,"C","A","D",9999,3,"VA",2,3,98,,,,,,,,,,,,,,,,2,2,2,1,2,3,3,98,98,98,2,4,98,999,999,999,1,98,1,5,5,1,1,4,1,98,1,4,5,2,1,1,5,4,2,3,6,1,"11/8/2017 5:54:00",0.405
644,"C","B","D",9999,3,"CA",4,5,2,,,,,,,,,,,,,1,"CYCLES",2,3,3,3,98,3,3,3,98,2,98,3,98,98,999,999,999,3,98,4,4,4,2,98,2,3,2,2,3,1,5,6,,1,,,4,,1,"11/8/2017 6:11:27",1.075
645,"C","A","D",9999,2,"MA",1,3,2,,,,,,,,,,,,,1,"TEMPERATURES SAME",1,3,3,3,3,4,4,,1,4,3,4,3,4,999,999,999,3,2,2,5,4,2,4,3,2,98,2,,1,1,,,2,2,,3,,1,"11/8/2017 6:11:49",1.48
646,"C","B","D",9999,2,"GA",2,5,1,2,1,,1,1,"THE SEVERITY OF HURRICANES AND RISING OCEAN LEVEL",3,1,1,1,3,3,,,,1,1,1,2,1,4,1,1,1,2,2,3,4,999,999,999,4,98,1,5,5,1,1,4,1,98,1,4,1,2,1,2,5,4,5,4,6,1,"11/8/2017 6:15:16",0.92
647,"C","A","D",9999,1,"WA",4,98,1,1,1,,1,1,"SCIENTIFIC FACTS AND EVIDENCE",4,1,1,1,1,98,,,,1,1,1,4,98,1,98,1,1,98,1,98,1,999,999,999,5,1,1,1,1,1,4,4,1,1,2,4,3,5,5,,5,4,4,3,6,1,"11/8/2017 6:18:33",1.25
648,"C","B","D",9999,1,"UT",4,5,98,,,,,,,,,,,,,,,,3,3,3,4,4,4,4,4,4,4,4,3,4,999,999,999,1,5,5,5,5,5,4,1,2,98,2,2,1,1,6,,3,3,2,3,4,1,"11/8/2017 6:20:06",1.02
649,"C","A","D",9999,2,"TX",2,5,2,,,,,,,,,,,,,1,"LACK OF DATA",3,2,2,2,2,2,4,4,98,2,98,4,4,2,999,999,999,3,5,1,5,5,2,4,4,4,98,2,1,1,10,,,4,3,2,1,5,1,"11/8/2017 6:20:55",0.79
650,"C","B","D",9999,3,"IL",3,1,1,1,2,,1,1,"THE PAST FEW DECADES THE WEATHER HAS BEEN GETTING WARMER",3,1,1,1,3,2,,,,1,2,2,2,2,2,2,98,1,1,1,1,2,999,999,999,5,2,1,2,2,2,2,4,2,2,2,98,98,10,6,,4,3,98,98,6,1,"11/8/2017 6:23:24",0.105
651,"C","A","D",9999,1,"GA",2,5,1,1,1,,1,1,"MANS TRASH",8,1,1,1,2,2,,,,1,2,2,1,1,4,1,2,1,2,1,2,4,999,999,999,5,1,1,5,5,1,2,4,1,4,1,4,2,2,1,1,4,1,3,4,2,2,"11/8/2017 6:28:29",1.56
652,"C","B","D",9999,3,"TX",2,3,2,,,,,,,,,,,,,1,"SCIENTIST",5,3,3,3,1,4,4,1,4,4,1,4,4,1,999,999,999,1,4,5,5,5,5,4,4,4,1,4,1,1,1,1,1,2,2,1,1,3,1,"11/8/2017 6:28:59",1.095
653,"C","B","C",9999,1,"FL",2,5,1,1,3,1,2,1,"ICE CAPS MELTING",1,2,1,2,3,1,,,,2,2,3,4,1,3,1,3,2,3,4,4,3,999,999,999,3,1,1,4,5,3,2,4,3,98,2,98,98,1,2,,98,1,2,4,98,2,"11/8/2017 7:21:04",1.36
654,"C","A","C",9999,3,"CO",4,2,1,3,2,,2,1,"JUST THE WAY THE WEATHER HAS BEEN",3,3,2,1,2,2,,,,1,1,1,2,2,2,3,2,2,2,2,2,3,999,999,999,3,3,2,5,3,4,98,3,3,3,2,2,3,9,6,,3,3,5,3,4,2,"11/8/2017 7:29:44",2.455
655,"C","B","C",9999,4,"CA",4,98,1,1,3,2,2,2,"WEATHER DROUHT",3,1,2,1,2,2,,,,2,1,2,2,2,3,98,2,1,98,1,1,98,999,999,999,4,1,2,5,5,1,1,4,1,98,2,2,1,10,1,2,2,2,98,1,,2,"11/8/2017 7:32:29",1.22
656,"C","A","C",9999,3,"MN",3,5,2,,,,,,,,,,,,,2,"NO EVIDENCE",3,2,2,3,2,4,4,3,3,3,2,4,4,1,999,999,999,2,5,3,5,5,2,4,4,3,1,1,2,3,1,1,2,5,2,1,1,6,1,"11/8/2017 7:32:58",0.185
657,"C","B","C",9999,3,"TX",2,2,98,,,,,,,,,,,,,,,,3,3,3,1,1,1,1,1,1,4,4,4,1,999,999,999,4,3,1,5,5,1,1,4,1,4,1,1,3,1,2,,1,2,1,2,4,1,"11/8/2017 7:37:23",0.445
658,"C","A","C",9999,4,"TX",2,5,1,2,98,,1,1,"ALL NATURAL PHENOMEN IS INCREASING",9,1,2,1,4,1,,,,1,1,2,2,3,3,1,98,1,98,1,3,4,999,999,999,4,1,1,3,5,1,1,4,1,4,1,2,3,1,1,98,3,4,4,3,,2,"11/8/2017 7:46:06",0.92
659,"C","B","C",9999,2,"NY",1,4,1,2,3,2,1,1,"WARMERS DAYS EVERY MONTH",2,1,1,1,1,2,,,,1,1,1,1,2,2,1,2,1,2,1,1,3,999,999,999,5,1,1,1,2,2,1,4,1,1,1,1,3,1,6,,4,1,4,3,3,2,"11/8/2017 7:51:48",1.34
660,"C","A","C",9999,3,"NM",4,1,98,,,,,,,,,,,,,,,,1,1,1,98,4,4,4,98,1,4,4,4,98,999,999,999,3,2,1,5,5,5,98,98,98,98,4,1,1,1,1,1,3,4,2,2,,1,"11/8/2017 7:54:18",0.585
661,"C","B","C",9999,2,"CA",4,2,1,2,3,1,2,1,"THE NEWS",6,2,2,3,2,2,,,,2,1,3,4,2,4,2,4,2,2,2,3,2,999,999,999,3,3,2,2,5,2,2,3,2,2,1,3,2,9,,,3,3,,4,,2,"11/8/2017 7:54:31",3.04
662,"C","B","C",9999,3,"TX",2,3,1,2,1,,2,1,"WHAT I HAVE HEARD IN THE MEDIA",6,1,98,2,4,4,,,,1,2,2,1,1,4,3,1,1,1,1,98,3,999,999,999,3,98,1,2,5,3,2,4,1,98,2,4,1,1,2,,3,4,3,3,4,1,"11/8/2017 7:56:52",0.515
663,"C","A","C",9999,1,"CA",4,2,98,,,,,,,,,,,,,,,,98,98,98,2,2,2,2,98,98,2,3,2,2,999,999,999,3,2,2,98,4,2,98,3,98,98,98,3,1,10,6,,2,4,3,4,2,1,"11/8/2017 7:58:17",1.53
664,"C","A","C",9999,4,"FL",2,1,1,1,3,2,1,1,"IT WAS VERY HOT IN FL",2,1,1,1,3,2,,,,1,1,1,3,2,2,3,2,1,3,2,2,2,999,999,999,3,2,2,2,4,2,98,3,2,3,2,2,3,1,1,2,5,1,3,4,5,2,"11/8/2017 8:03:09",0.69
665,"C","A","C",9999,1,"FL",2,5,1,1,2,,3,1,"HURRICANES  AND POLLUTION",3,2,2,2,4,4,,,,2,2,1,1,4,1,4,1,1,2,3,4,1,999,999,999,3,2,98,5,5,5,1,4,4,1,2,2,2,2,1,2,3,4,3,3,,1,"11/8/2017 8:09:44",1.31
666,"C","B","C",9999,1,"FL",2,2,1,1,2,,1,2,"HOTTER SUMMERS",2,2,1,1,3,98,,,,2,2,2,1,1,98,98,2,1,2,4,1,98,999,999,999,3,4,5,5,5,1,98,4,4,4,4,4,2,1,5,,4,3,98,3,3,2,"11/8/2017 8:16:07",1.33
667,"C","A","C",9999,3,"MN",3,5,98,,,,,,,,,,,,,,,,3,3,3,98,98,98,4,4,1,98,4,98,98,999,999,999,5,5,5,5,5,5,98,4,1,4,4,1,1,9,2,,1,1,3,4,2,1,"11/8/2017 8:18:17",2.255
668,"C","B","C",9999,4,"IL",3,1,1,1,1,,1,1,"MILDER WINTERS",2,1,1,1,1,1,,,,1,1,1,3,2,2,3,2,1,98,2,2,2,999,999,999,5,2,1,1,2,1,98,3,2,4,2,98,98,5,6,,5,4,3,3,3,1,"11/8/2017 8:18:55",1.04
669,"C","A","C",9999,4,"TN",2,5,1,2,3,1,1,98,"NEWS",6,1,3,2,1,1,,,,3,3,3,1,4,4,98,98,1,1,1,98,2,999,999,999,4,5,1,5,5,98,1,4,1,4,4,4,2,1,2,,3,4,2,3,1,1,"11/8/2017 8:22:27",0.73
670,"C","B","C",9999,4,"OR",4,2,98,,,,,,,,,,,,,,,,1,2,2,3,3,98,3,2,2,2,2,2,2,999,999,999,4,1,2,2,3,2,2,3,2,3,98,3,5,1,2,,5,1,3,4,5,1,"11/8/2017 8:25:27",0.35
671,"C","A","C",9999,4,"OK",2,2,1,1,3,3,2,2,"WARMER FASTER",2,1,2,98,2,1,,,,1,1,3,2,2,4,2,1,1,2,2,98,3,999,999,999,5,2,1,5,5,1,2,3,1,1,98,2,2,1,1,2,2,1,2,2,1,1,"11/8/2017 8:46:26",1.11
672,"C","B","C",9999,4,"TX",2,5,2,,,,,,,,,,,,,2,"HISTORICAL DATA",5,1,2,2,4,1,3,1,1,1,2,4,4,1,999,999,999,3,5,1,5,5,1,2,2,2,2,4,1,1,1,1,2,4,2,1,1,3,2,"11/8/2017 8:59:43",0.82
673,"C","A","C",9999,,"WA",4,1,1,1,1,,1,1,"SCIENTIFIC EVIDENCE",4,1,1,1,1,2,,,,1,1,1,1,1,1,4,3,1,4,2,1,4,999,999,999,5,1,1,1,1,1,2,4,1,4,4,4,6,1,7,,3,3,5,4,6,1,"11/8/2017 8:59:56",0.61
674,"C","B","C",9999,3,"PA",1,5,98,,,,,,,,,,,,,,,,3,3,3,2,3,3,3,3,3,2,4,3,2,999,999,999,1,4,98,4,4,2,3,3,3,2,2,98,4,10,2,,4,4,2,2,6,1,"11/8/2017 9:03:35",0.105
675,"C","A","C",9999,2,"NJ",1,2,2,,,,,,,,,,,,,1,"COOLER",1,98,98,98,4,98,4,1,98,2,1,4,2,4,999,999,999,3,2,5,5,5,1,1,4,1,4,4,1,1,10,6,,3,2,2,1,,1,"11/8/2017 9:04:52",1.02
676,"C","B","C",9999,3,"OH",3,5,2,,,,,,,,,,,,,1,"WORK OUTSIDE",1,3,3,3,2,2,4,98,98,1,98,3,98,2,999,999,999,1,5,2,5,5,4,2,2,4,98,2,98,98,1,6,,3,2,2,2,,1,"11/9/2017 4:15:28",0.585
677,"C","A","C",9999,1,"GA",2,98,1,1,1,,1,1,"SEASONAL PATTERNS AND ANIMAL PATTERNS",3,1,1,1,1,1,,,,1,1,1,4,1,1,4,3,1,4,1,2,3,999,999,999,5,1,1,1,2,1,98,4,1,1,1,4,2,2,1,2,4,4,3,3,6,2,"11/9/2017 4:16:43",1.25
678,"C","B","C",9999,3,"NY",1,5,98,,,,,,,,,,,,,,,,3,3,3,4,4,1,4,98,1,98,3,4,2,999,999,999,3,5,2,5,5,1,4,4,98,4,4,4,1,1,6,,4,1,4,3,,1,"11/9/2017 4:16:54",0.355
679,"C","A","C",9999,4,"GA",2,5,1,1,3,3,1,1,"SCIENCE",4,1,2,1,1,1,,,,1,1,1,1,1,1,4,1,1,1,1,1,98,999,999,999,4,1,1,1,1,1,4,4,1,4,1,4,6,1,6,,5,1,5,4,4,1,"11/9/2017 4:23:36",0.28
680,"C","B","C",9999,4,"SC",2,2,1,1,1,,1,1,"INDUSTRIAL, DESTROYING THE AIR",8,1,2,1,98,1,,,,1,2,2,3,1,98,4,98,1,98,1,1,98,999,999,999,4,1,1,1,98,1,2,4,1,2,2,98,98,1,,,3,4,4,4,3,2,"11/9/2017 4:26:07",1.05
681,"C","A","C",9999,3,"ME",1,1,1,3,3,2,2,2,"YOU FEEL IT",2,2,2,1,4,2,,,,2,1,1,2,1,3,3,2,1,3,2,98,4,999,999,999,2,98,2,4,4,4,4,3,2,2,2,2,3,1,98,,3,,2,2,,2,"11/9/2017 4:32:27",0.925
682,"C","B","C",9999,2,"MI",3,5,98,,,,,,,,,,,,,,,,3,3,3,2,4,4,4,98,1,4,1,4,1,999,999,999,2,4,1,5,5,5,4,4,1,4,1,4,2,10,6,,4,4,3,3,1,2,"11/9/2017 4:43:37",1.28
683,"C","B","C",9999,4,"OH",3,3,1,2,1,,1,1,"WARMER WINTERS",2,2,1,1,1,2,,,,1,1,1,2,98,2,1,3,4,4,2,1,4,999,999,999,4,98,1,2,3,3,1,1,3,3,3,4,1,1,1,2,2,1,3,3,2,2,"11/9/2017 4:45:37",1.44
684,"C","A","C",9999,3,"GA",2,5,1,1,3,1,1,98,"NEWSPAPER",6,1,1,1,1,1,,,,1,1,1,98,98,98,98,98,1,98,98,98,98,999,999,999,4,98,1,5,5,2,2,98,98,98,98,4,3,1,1,1,3,98,1,4,,2,"11/9/2017 4:50:09",0.925
685,"C","B","C",9999,3,"FL",2,5,1,2,98,,2,2,"NEWS",6,2,4,4,4,2,,,,2,2,2,2,3,4,1,98,2,4,2,2,4,999,999,999,3,3,3,2,3,3,1,2,2,1,1,4,5,1,2,,4,98,3,2,6,1,"11/9/2017 4:52:35",0.185
686,"C","A","C",9999,3,"PA",1,4,2,,,,,,,,,,,,,3,"FAKE NEWS",4,3,3,1,3,3,3,3,3,3,1,4,4,1,999,999,999,1,4,5,1,2,5,98,2,4,1,4,1,1,10,6,,5,2,,1,98,1,"11/9/2017 5:03:20",0.275
687,"C","B","C",9999,2,"OH",3,3,2,,,,,,,,,,,,,2,"NOT SURE",9,2,2,2,2,2,98,3,98,98,98,2,2,3,999,999,999,4,98,2,2,98,2,2,98,2,2,2,3,1,1,,,2,98,,3,,1,"11/9/2017 5:13:51",1.48
688,"C","A","C",9999,1,"MA",1,3,1,1,1,,1,1,"OBSERVATION AND RESEARCH",2,1,2,1,2,1,,,,1,1,1,1,2,2,98,98,1,1,1,1,4,999,999,999,5,1,1,2,2,2,1,4,1,1,98,4,1,1,3,,5,1,5,4,5,2,"11/9/2017 5:14:20",1.2
689,"C","B","C",9999,4,"AZ",4,2,1,1,98,,1,1,"LIFESTYLES",8,1,98,1,98,1,,,,1,1,1,1,1,4,1,1,1,1,1,1,4,999,999,999,4,1,1,5,5,1,1,4,1,4,4,4,5,1,3,,5,4,4,4,2,1,"11/9/2017 5:26:10",0.49
690,"C","A","C",9999,4,"IA",3,5,2,,,,,,,,,,,,,1,"MADE UP",9,2,2,2,2,98,4,2,4,4,4,3,4,1,999,999,999,98,5,5,5,5,5,98,98,4,1,2,2,1,10,98,,2,4,1,1,,1,"11/9/2017 5:27:27",0.88
691,"C","B","C",9999,2,"OH",3,2,1,1,1,,1,1,"HIGH SCHOOL SCIENCE TEACHER UNCLE DIED OF BRAIN CANCER",10,2,2,2,2,2,,,,1,1,1,1,1,1,4,98,1,4,2,2,2,999,999,999,5,1,1,1,2,1,4,4,3,4,2,3,3,1,6,,4,4,4,3,1,2,"11/9/2017 5:29:23",1.36
692,"C","A","C",9999,3,"OH",3,5,2,,,,,,,,,,,,,3,"NOT SURE",9,3,3,3,2,4,4,4,1,2,4,4,98,1,999,999,999,1,5,1,5,5,5,98,1,4,98,1,2,3,1,1,1,3,2,2,2,6,1,"11/9/2017 5:45:32",0.415
693,"C","A","C",9999,2,"CA",4,5,1,2,2,,4,2,"NATURAL PATTERNS",9,2,3,2,4,2,,,,3,3,3,2,2,4,4,98,2,98,3,3,3,999,999,999,2,5,4,4,4,2,98,2,2,98,2,3,1,1,6,,5,2,2,2,,1,"11/9/2017 5:50:41",0.87
